text	sentiment
"http://t.co/D2TeKpbQyw
Apple Default search engine"	0
"GTAT Creditors Want to Question Apple's Jeff Williams $AAPL Apple
http://t.co/FlFWmJ5LkH"	0
"Brilliant Tech! No more broken screens in festivals, Apple via @techcrunch http://t.co/o6HfU1n1il http://t.co/2ocWnFeyNe"	1
"UPDATE 2-Steve Jobs emails featured in Apple iPod U.S. antitrust trial $AAPL Apple
http://t.co/ZIlhjZvY61"	0
"'A lot of times, people don't know what they want, until you show it to them.' - Steve Jobs Apple Apple"	0
I've sent my computer out to Apple twice for repairs in the last month and each time it comes back with a new problem Something isn't right	1
WHY? WHY HAVE YOU PUT GAY STUFF IN MY FUCKING IPHONE Apple http://t.co/r7BrJShrXK	1
"Rumors Surface for @Apple [Apple] iPhone6S and iPhone7 in 2015. (Wednesday, 3 December) http://t.co/dC5O4hRKNn"	0
.Apple why do your computers like to crash on dead week before finals?	1
@sashametro Its the iupdate process that is so incensing. what rubbish. Hopefully Apple will be irrelevant again soon.	1
Apple fix your apps.... If I click play it ain't playin'..... So it ain't really a play button is it?	1
I'm going to press the play button!! Wait no I'm not :( Apple fix your apps http://t.co/eteewIIjrO	1
It's just dawned on me that I've probably spent more on replacing frayed / non functioning Iphone cables than I've spent on iPhones Apple	1
@mayhembcn iUpdate is new since I needed a DUNS two years ago (web form + phone call) - ironic for an Apple req that it only supports IE8+	1
"Apple Bears Get Fat Payout From Stock Swoon; the 60-Second Plunge $AAPL Apple
http://t.co/RffvQbdl7Z"	0
@GMONEYizME Apple how so true; making sales off their accessories!	0
'@GMONEYizME: I've probably spent more on replacing non functioning Iphone cables than I've spent on iPhones Apple' - SwitchToLumia	1
"L.A. school district halts iPad contract as FBI seizes documents $AAPL Apple
http://t.co/BTJokQnriy"	1
"Great coverage @EPro of @comscore 's Cyber Monday data, but show me the top items by store, like this for Apple http://t.co/rfZnOaCG7c"	0
@Siri Apple @SteveJobs @alarmthatdidntgooff this is disrespectful	1
"Apple's iOS devices accounted for 78% of record setting Cyber Monday mobile sales $AAPL Apple
http://t.co/7ixmkG9cb4"	1
"Apple have patented an iPhone drop protection mechanism. Is the is end of crackedscreens?
http://t.co/Tea3fu5wfX http://t.co/v4J11CPyYy"	0
You're probably reading this on an iPhone built by the largest company around Apple They broke more records http://t.co/GpCQIgWMXm impress	1
How is 'never' interpreted as 'ask me again annoyingly soon' when iOS apps ask to be rated?  Apple tell your devs never means NEVER	1
"Apple's iPhone Crushes Samsung's Galaxy by More than 6 to1 in Japan $AAPL Apple
http://t.co/6hDOWuO2uV"	1
"Apple [Apple] sales soar after launch of iPhone6. (Wednesday, 3 December) http://t.co/QrV3LxeVgm"	1
"As Apple still struggles to meet iPhone 6 demand, Canaccord raises price target to $135  $AAPL Apple
http://t.co/IrZI8Q8F9r"	0
"@CadeRageous Thx RT .Apple Own 2600 digital languages (IP) = NEW internet Leader,10% of cost of DIY .@googlenexus http://t.co/sQv0FmaPGO"	0
So got the new iphone6 and growing to love it. A bit bulky coming from the iphone5 but nice feel thanks Apple now waiting for Applewatch	1
"RT @JPDesloges: GTAT Creditors Want to Question Apple's Jeff Williams $AAPL Apple
http://t.co/FlFWmJ5LkH"	0
"SP500 Technology Bull% Index: The Apple Experiment ?  $SPY, $SPX, $ES_F, $XLK, $AAPL Apple  http://t.co/RjnT7rnbBi"	0
"Technical Observation of the Day: Tested the 20 DMA on Apple $AAPL Apple
http://t.co/6EJ6Mbv44f"	0
Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/omCdSCu85d $AAPL Apple	0
Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/XWaeIU03vr $AAPL Apple	0
"In emails, Jobs determined to keep iPod Apple-only  $AAPL Apple
http://t.co/JwK4grA7Zq"	0
"APPLE Intraday Comments - Pre-Opening - PREMIUM USERS  Apple Stockaction trading Stocks MKt
http://t.co/G0TeDLCB9z"	0
We love cocktails here at Apple Jacks and we want to share some of our favourite cocktails with you! Pop in... http://t.co/jC4EkbSTn3	0
"Apple working on making next phone drop in the safest way all the time...like a cat
http://t.co/dQBmgZydoY"	0
Apple's Recent Pullback A Buy Opportunity Apple http://t.co/YEAmT2V5qf	0
Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Again' Apple http://t.co/yHMmbvye9f	0
"In a Bay Area Courtroom, Lawyers Hit Replay on Apple History, via @nytimes antitrust @itunes ipod  http://t.co/tsQ9dUrK6B"	0
SteveJobs' Emails Show How He Wanted To Smear Competitors As ' Hackers' Apple http://t.co/BYJ0ZR62AV	1
Apple Stop liking man.	1
"Why Even Apple Is Surprised by the Enormous Demand for the iPhone 6 $AAPL Apple
http://t.co/rwGf20VByx"	0
"APPLE - Fibonacci Technicals Levels - Intraday - Pre-Opening $AAPL Apple 
http://t.co/ueCSTwoPcp"	0
YO I DIDNT TOUCH MY PHONE AT ALL AND RIGHT WHEN I DISCONNECTED IT FROM THE CHARGER IT WENT DOWN 3% Apple WE ARE GONNA SCRAP RIGHT NOW	1
TheStreet:  Why Even Apple Is Surprised by the Enormous Demand for the iPhone6. Apple http://t.co/lIicDmSVsj	0
Steve Jobs' Snarky Testimony Takes Center Stage in iPod Class-Action Lawsuit Opening http://t.co/Nxet3fEO5Q Apple	0
JimCramer you used the same logic to explain TOL earnings during the paek in housing..Its a retailer..Apple just like AMZN  not tech.	0
RT @ConsumerFeed: Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/XWaeIU03vr $AAPL Apple	1
BLOCK TRADE detected in Apple	0
iPhone6S Rumors Point To A CuriousåÊEarly 2015 Release - Forbes Apple http://t.co/YGHgLCjbfK	0
"APPLE Intraday Comments - Updated RANGE - PREMIUM USERS  Apple Stockaction trading Stocks MKt
http://t.co/G0TeDLCB9z"	0
Go Apple! Looks like a little squeeze again :) Apple $stocks	1
Is apple fairly valued at $115? Apple ios AppleWatch ApplePay Apple iPhone6 iPhone6Plus stocks finance stocks trading samsung	0
Apple iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/CNl4d6nlsp	0
Butterfingers and Apple do mix: @applinsider: patents active fall protection system that shifts iPhones in midair http://t.co/qM52Rml6c9	0
ApplePay Partner Stripe Valued at $3.5 Billion in Funding Apple http://t.co/5KRh8CJDMB	0
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL Apple 
http://t.co/fGN0TdxhyM"	0
"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL Apple 
http://t.co/fGN0TdxhyM"	0
"My 17' MacBook Pro boots with pink vertical stripes, a gray screen, then shutting down and repeating...help Apple http://t.co/xZ4Wb3dm73"	1
@jakeflem Apple what year is it?	0
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL Apple 
http://t.co/27JnTFmO0i"	0
@jakeflem Apple Try booting while holding Command R and see if you can do a disk repair	0
GOSH DARNIT Apple I DONT KNOW WHAT THE CLOUD IS	1
Apple:Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Agai...http://t.co/mSC8uepzPn	0
"@jakeflem Apple I had to get my logic board completely replaced, if it's under warranty they'll do it for free - make sure to back up b4"	0
"Big Spending by Consumers on Cyber Monday
CyberMonday, PayPal, Apple, Apple, eBay, WalMart, WMT, Sales,... http://t.co/pB6WltjTzZ"	0
"Allowing Apple final creative authority, @Chase will debut the first spot featuring ApplePay this week. http://t.co/lnve19yw7G"	0
"Apple CEO Tim Cook Talks Technology With Senator Orrin Hatch During Washington, D.C. Trip http://t.co/Nzd3IIMIBV Apple"	0
@jakeflem Apple We've previously had to deal with this issue it's really annoying. Try to reset the NVRAM http://t.co/EoIAf3wO5f	1
tell ur update to stop capitalizing everything Apple	1
@SSComposer Apple seems to ignore any key presses like command r and is just doing its own thing.	1
Apple now moves a point faster the a New York driver changes lanes.	0
@briannaUrie Apple Their autocorrect is so shit too	1
"@jakeflem Apple But it won't fix the problem for good, could back and you might have to change the logic board, check with  Apple Genius :("	1
"Kantar: Apple [Apple] On Track For 'Record Quarter' As iPhone6 Sales Bump Up Its .... (Wednesday, 3 December) http://t.co/HDmGr8fwYA"	1
@SaifBinS3eed Apple get the cloud to butt extension on your web browser	1
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL Apple 
http://t.co/rFeLByukN6"	0
http://t.co/N87ZYWyaKQ YotaPhone2 is the future of cell phones. Apple and @samsung should be scared.	1
CNBCTV:  Cramer: Apple has no real competition Apple http://t.co/8cYgzEZQPN	1
CNBCTV:  Chromecast beats AppleTV Apple http://t.co/uX3vYSzHhu	1
"APPLE Intraday Comments - Updated RANGE , - PREMIUM USERS  Apple Stockaction trading Stocks MKt
http://t.co/G0TeDLCB9z"	0
"Opinions of 20K doctors on Fitbit &amp; Apple's HealthKit
http://t.co/wkLwORDA0Q
@KarthikPMO @MMA_4U @vr_ias @AMANet @AIMAIndia
HealthCare"	0
@umo_games Apple thanks for the tip! Seemed to do something but still pretty much the same. :(	0
@jokigenki Apple I think it's like 2011? Can't look right now.	1
"Trademark Confusion: Apple's App Store Trademark was rejected in Australia, approved in Europe  Canada  $AAPL Apple
http://t.co/m1Wt4QFYD1"	0
"Lowkey, Yosemite trash af I cant use my logic express 9 anymore Apple yall irritating the fuck outta me - Sincerely a disgruntled person"	1
@jimcramer Tks for setting the record straight for Apple investors!!!	0
@jakeflem Apple Yes It seems to fix it good the first time and then as time passes it deterioates until you have to change logic board	1
@jakeflem Apple  Sorry that you're going through that hope you get this fix it was a real pain for us too  but Apple care cover it for free	1
@alzaabi741 Apple I wish I could man.. I wish I could..	0
They gotta DO something '@_iRapeCouches: @SydneyA Apple SO TRASH my computer keeps freezing &amp; being dumb af after i upgraded to Yosemite	1
@_LanaCarine_ Apple doesn't have a twitter Applebees this is your problem now	1
RT @thehill: Justice Department cites 18th century federal law to get Apple to unlock iPhones: http://t.co/Eth0QpAIom	0
@umo_games Apple yeah no AppleCare here haha.	1
transpartent resin infused composite structures by Apple http://t.co/10yd6g3wK7	0
"Huge iPhone 6 Sales Push iOS market Share Up Worldwide: Report $AAPL Apple
http://t.co/Ogook0fGLQ"	1
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL Apple 
http://t.co/Yv3QE2BGxD"	0
Anti-trust expert Peter Carstensen of @WisconsinLaw can discuss Apple antitrust case in California federal court http://t.co/LClHnQMOKf	0
"Samsung Sale Puts Spotlight On The Buyer, Corning GLW  Apple SSNLF http://t.co/oFQx1Go5eL"	0
"Taking Apple's Lead, Amazon Gets Physical - News - Harvard Business School http://t.co/UensGejRaJ @HBS Apple"	1
Rumors Surface for Apple iPhone6S and iPhone7 in 2015 Apple http://t.co/Qinl78BI0D	0
Apple s new patent against broken screens http://t.co/l2KQQhV8dp  @TechCrunch tech iphone business innovation http://t.co/LVMNZPg36F	0
@carlquintanilla @CNBC  Where would we be..if only Apple was in the Dow. sarc..	0
Steve Job's Deposition in iPod Lawsuit Could Cost Apple $1 Billion http://t.co/7vDXwvxKpe MusicBiz MusicIndustry Apple	1
Apple s new patent against broken screens http://t.co/LSwPdLt8UD  @TechCrunch tech iphone business innovation	0
7 awesome paid iPhone and iPad apps that are free for a limited time via @BGR Apple http://t.co/AAAkSIIgP0	1
@wdtuts @baxleyglass does because one belongs to Apple and the other to @Ang and the third is from @Adobe via employeediscount.	0
"VerrÌ_cktes GerÌ_cht: iPhone6s zum Apple [Apple] Watch. (Wednesday, 3 December) http://t.co/scANaAuNPe"	0
Did anyone update their Yosemite? My macbook is running like shit. Apple Apple	1
RT @hypebot: Steve Job's Deposition in iPod Lawsuit Could Cost Apple $1 Billion http://t.co/7vDXwvxKpe MusicBiz MusicIndustry Apple	0
"Kantar: iPhone 6 helps Apple gain share over Android, iPhone 5c outselling iPhone 6 Plus in US $AAPL Apple
http://t.co/YLL678kOkn"	1
"@jakeflem Apple That sucks, don't know what it cost in dollars but for us that was å£400 :("	1
Google Chromecast Surpasses Apple TV In U.S. Sales http://t.co/dgebBbU5vq Apple amazon amazonfiretv amzn Appletv	0
RT @KirkYuhnke: What do you think? Want an Apple Watch? http://t.co/7HjDjQ1iAb	0
Apple:Google tops Apple...//feeds.foxbusiness.com/~r/foxbusiness/video/~3/-DbuiO5m0_M/	0
"@jakeflem Apple take it in. that's a faulty graphics card which was recalled. had exact prob, they replaced mine (for free) out of warranty"	0
MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube Apple macbook macbookpro startup hipster	0
MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube Apple macbook macbookpro startup hipster unboxing	0
iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube Apple ipadmini ipad macbook macbookpro startup hipster unboxing	0
iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube Apple ipadmini ipad macbook macbookpro startup hipster unbox	0
.Apple patents new reflex drop technology for Mobile devices|learn how this could come in handy MobileDose http://t.co/BSGtvfPc5B	0
"@sethlouey Apple iOS updates bricked Trish's phone too, seems like the Apple is getting a bit rotten"	1
UPDATE: Intel INTC Led Group Said to Back Plan That Would Limit Qualcomm QCOM Licensing Fees Apple HPQ  http://t.co/sDjnCTSVCH	0
What's at the core of Apple's new iOS7? Excellent updates for your phone's mobilesecurity. McAfee - http://t.co/pVo68ZVdq4	1
@jakeflem Apple Some info for you: http://t.co/J79FnVB94e http://t.co/m3pclPVgGK http://t.co/J72WyhXxx1 Hope it helps. PinkScreenOfDeath	0
"FBI investigates iPad school programme $AAPL Apple
http://t.co/s5ymu0u1Rb"	0
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL Apple 
http://t.co/FrmecK7f8q"	0
"Hoping @Firefox does not cave! Apple should allow other browser engines! OpenUp
Could Soon Come To iOS TechCrunch  http://t.co/WGnY6XOarD"	0
Apple:5 companies growing faster than Apple...//rss.cnn.com/~r/rss/money_latest/~3/n1Ps4CmqWL4/index.html	0
@buzz I sit home every Friday night waiting for an invitation to join an Apple dev team.  (looks at his phone)   They'll call me one day.	0
why isn't there a dreidel emoji Apple	0
Bluetooth 4.2 to Bring Direct Internet Connectivity and Increased Speed http://t.co/w0hEGLfBpi Apple	0
"Guys at Apple, is this serious? Yosemite full of stupid and ugly bugs. Feeling sad. (cc @tim_cook,@therealjonyive) http://t.co/42Mjc3SsJE"	1
iPhone6 Plus Grabs 41% of U.S. Phablet Sales Apple http://t.co/BiTmwU5e4F	1
It's important that Apple not become the developer for the world. We need people to invent their own stuff.' - Tim Cook CEO of Apple	0
Can't believe Apple said melted keys on Mac Pro is not under warranty for a machine less than a year old. Asking for å£500 to repair.	1
"Huge iPhone 6 sales put Apple on course for record quarter $AAPL Apple
http://t.co/2VIMb7QieI"	0
BLOCK TRADE detected in Apple	0
CNBCTV:  Apple takes the stand Apple http://t.co/WNSSTkAAmM	0
"Check out @Mercedes Benz For Apple iPad 2 &amp; 3 Tan Leather Case 9' Device, Beige. MercedesBenz http://t.co/OSIY3SJrkF via @eBay"	0
Hey Apple are you even thinking about fixing your wifi issues? YosemiteProblems	1
@GregBurke85 Just wait until Apple Inquisition feels like Apple Origins...	0
"@ggheorghiu, @mhmcquiston's solution is offering an integration suite, something like Apple's approach"	0
.@Samsungtweets adds some heavyhitting digitalhealth partners to rival Apple via @mobihealthnews http://t.co/2vBZ9L8UX5	1
"If you listen to Apple, you'd think the only way to keep your brain sharp is thru certain apps they provide/sell. Uh...reading, muhfugs"	1
"The customer service from Apple  is the BEST. In for years having and enjoying their products, I have ZERO complains. Thanks Apple"	1
New foldable Macbook Pro falling on your laptop creates Apple s latest innovation http://t.co/mHSuJO73X6	0
where is kenneth Apple	0
// when i have gone through 6 iphone chargers in the past montht hank s Apple	1
RT @hypebot: Steve Job's Deposition in iPod Lawsuit Could Cost Apple $1 Billion http://t.co/7vDXwvxKpe MusicBiz MusicIndustry Apple	1
In the trickle of information Apple has released on HealthKit @vincekuraitis note 'going braid' strategy hcub2014 http://t.co/QvEz8C6572	0
"Pegraton may Gain Orders for 50% of the 2015 4.7' iPhone 6S $AAPL Apple
http://t.co/jjvkpoa01X"	0
RT @HamzeiAnalytics: BLOCK TRADE detected in Apple	0
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL Apple 
http://t.co/pBiVbGNMN2"	0
@umo_games Apple thanks for the info. Genius was able to get the computer booted by forcing the discreet video card on boot	1
RT @drycomposites: transpartent resin infused composite structures by Apple http://t.co/10yd6g3wK7	0
Every new iPhone or update spellcheck suppress my greatness more and more...stop trying to tell me what to type Apple!!!	1
@TayLeanne15 Apple you can!	0
you know why Mac users were so happy to get TurdBolt? because Apple eschewed eSATA since its inception. nut kicks to DEAD Steve.	1
.Apple CEO @tim_cook visits @WhiteHouse http://t.co/O5dYvVi0I1 by @JMHattem	0
"Los Angeles Unified School District Reportedly Suspends iPad Purchases Following FBI Raid $AAPL Apple
http://t.co/rbXXWU16f0"	0
"More expensive Apple products failing after less than 18 months.  No warranty, no recourse. Why is it we buy this junk again?"	1
"@thehill Apple @tim_cook @WhiteHouse @jmhattem Obviously part of the left's multi-talented, super-successful gays in business agenda."	0
Matthew Neville Apple on the Shifting Role of Customs Compliance at Global Customs Compliance Forum http://t.co/72uILUUNjS trade	0
@leiahemilyy Apple really???	0
RT @thehill: .Apple CEO @tim_cook visits @WhiteHouse http://t.co/O5dYvVi0I1 by @JMHattem	0
$AAPL has 4 analyst ratings in the last 7 days and 100% are positive. Median target: $137.5 (19% upside).  https://t.co/ogs2AlQqHu Apple	0
RT @thehill: .Apple CEO @tim_cook visits @WhiteHouse http://t.co/O5dYvVi0I1 by @JMHattem	0
RT @thehill: .Apple CEO @tim_cook visits @WhiteHouse http://t.co/O5dYvVi0I1 by @JMHattem	0
@BadAdmiral_ @nanexllc  Bob Pisini can explain this as excellent portfolio management vs Apple's flash crash..	0
"Photo: CafÌ© Mac Apple: check, Shady Groove @Google: check. For not being a techie, I seem to frequent... http://t.co/RpFTxGAr5L"	0
RT @thehill: .Apple CEO @tim_cook visits @WhiteHouse http://t.co/O5dYvVi0I1 by @JMHattem	0
Got to hear about the new patent by apple ... and that's a quite innovative idea.... Apple.  The mobile screen will never break in future	1
@jakeflem Apple Yeay! Glad it all worked out for you :)	1
Apple Price-Target Rises to $140 http://t.co/qhDMdyRIBi Apple Apple	0
Apple pls let me know when yr sorti out problems wi ipadmini its freezing slow http://t.co/Ou8SsWA6jT	1
Loved the discussion about @prcelines come back. @hblodget called it second to Apple turnaround BI_IGNITION2014	0
"The oddly uplifting story of the Apple co-founder who sold his stake for $800 
$AAPL Apple
http://t.co/CiZbVR05PJ"	0
@umo_games Apple ended up getting a new computer anyhow (work computer) Here's how you can switch between vid cards http://t.co/kuISePVc0o	0
Whoever downgrades from a iphone 6 to a 5S obviously doesn't understand the extra 20% battery life. Every morning my 5S is dead. Apple	1
@Shagale Apple why'd you do this to us?!	1
"If Apple made tape dispensers and staplers, I would be all set! http://t.co/7Te2eBic10"	0
Apple granted patent for tech that shifts iPhone's center-mass during fall to prevent damage to screen http://t.co/E310yYWXBi USPTO	0
@HeadxCreeps Apple fuck you apple	1
@bonerforesst @HeadxCreeps Apple bought this maybe two weeks ago and it's already started lol. http://t.co/BZGCdtmHEA	0
.@Google Trumps Apple In Streaming Media Sales http://t.co/obPlpnWhXW @mp_gavin	0
.@Google Trumps Apple In Streaming Media Sales http://t.co/3DWuvAILFr	0
This new phone sucks I can't make it stand up or on its side I can't wait for the iPhone 7 Apple fix this you dingles	1
Idk if it's my phone or WHAT ! Ip6 ain't shit but problems. Apple fix this shit !!	1
"The iPhone 6 May Have A Longer Upgrade Cycle - If So, Expect Unit Sales To Fall $AAPL Apple
http://t.co/eP1ZksHNqJ"	1
RT @thehill: .Apple CEO @tim_cook visits @WhiteHouse http://t.co/O5dYvVi0I1 by @JMHattem	0
waiting a week for a DUNS number is preventing me from being able to build and release a client's iOS app. Apple why do you hate me so?	1
Pegatron May Handle More Than Half of 'iPhone 6s' Orders in 2015 [iOS Blog] http://t.co/MV4Qyd77o3 Apple	0
"last month ip cable this month earpiece, give me a break Apple"	1
Is It Time to Buy the Dip in Apple Inc. Stock? http://t.co/yDiX7wZOLP Apple	0
"More Evidence That Apple, Inc. Needs to Refresh Apple TV http://t.co/thn87b3iTb Apple"	1
Apple sometimes I have to restart my phone to make Siri do speak selection and it's annoying fixit	1
Apple is always the 'talk of the town'. CrescentGate	0
Apple:Apple back in court with $1 billion on the line...http://t.co/MdUQi14XQK	1
Not sure if I want the 6 or the 6 plus Apple iphone6 iphone6plus iphone http://t.co/BxjgPUDtc6 http://t.co/WPag3BqwKp	0
"Companies i admire : @3QDigital @vaynermedia Apple. It must rocks to work there, because mainly of their boss and their culture."	1
"Is It Time to Buy the Dip in Apple Inc. Stock? $AAPL Apple
http://t.co/mzLzxlhEsl"	0
Is It Time to Buy the Dip in Apple Inc. Stock? | The Motley Fool Apple http://t.co/bVdhycYaUE	0
"More Evidence That Apple, Inc. Needs to Refresh AppleTV | The Motley Fool Apple http://t.co/UGec9C70Mr"	0
dear Apple Karen wins for best customer service ever. she waited on hold for 12 minutes to help me while I waited on hold w/ my bank	1
@ABillaut @VaynerMedia Apple Thanks so much!	1
"Why isn't there a vomiting emoji yet, Apple http://t.co/iqxtSXmUCK"	0
@Cyrus_T_Virus Apple good god lmao. burn daytona to the ground	0
Julian Robertson Still Bullish On Apple Inc. http://t.co/TZR1tF5Gv6 Apple	1
New foldable Macbook Pro falling on your laptop creates Apple s lateståÊinnovation http://t.co/4z1FkmbKKX	0
"Apple's iPhone Gained Significant Share In The US, Japan, Germany And Great Britain http://t.co/m6e1RP7g6C via @forbes Apple iPhone6"	1
"Apple @tim_cook question,
Will Passbook ever do anything?"	0
Why did Apple send me a new computer today and it is broken... whyamihavingtomakegeniusbarappointmentsalready	1
"OK, utterly rediculous! Takes 2 hrs to do a simple thing like syncing a ringtone? Itunes Accessability is horific! Again! Rediculous! Apple"	1
A Lawsuit Asks Whether Apple Used iTunes For Price-Fixing Apple http://t.co/UqL1ffo0pc	0
"Apple hints at work on VR gaming &amp; user interfaces for future products, Oculus and Leap experts wanted $AAPL Apple
http://t.co/hNnaxWneMA"	0
RT @SaifBinS3eed: This new phone sucks I can't make it stand up or on its side I can't wait for the iPhone 7 Apple fix this you dingles	1
Goodbye graphics problems. Thank you Apple for such great customer service. http://t.co/XVB8utXOU3	1
Goodbye graphics problems. Thank you Apple for such great customer service. http://t.co/uvohriZKYE	1
Apple dominates mobile online shopping at 78 percent in US Apple http://t.co/1fqoPIhObO	1
Jobs Said Apple Took Pains to Protect Record Contracts SteveJobs Apple http://t.co/5PlKs2LRTT	0
Hey Apple I think u need a new product: iPster	1
RT @ppropp: Our buddies @ArccosGolf are at eye level in the Apple store startups @ctnext @StamfordiCenter nice http://t.co/r3j9yZ5G8u	0
@whereiscooldude Apple I kind of thought that before hand	0
"All in the wrist: Devs embrace future of Apple Watch apps $AAPL Apple
http://t.co/fUKLqn6J0G"	0
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL Apple 
http://t.co/bDEayGr5IG"	0
@BestBuySupport Now I'm being told because it was an Apple product the price can't be overrided. Must pay full price then call back for an	1
"@Cyrus_T_Virus Apple same, really"	0
"RT @Cyrus_T_Virus: Why isn't there a vomiting emoji yet, Apple http://t.co/iqxtSXmUCK"	0
"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL Apple 
http://t.co/bDEayGr5IG"	0
My phone died on 23% Apple what the fuck is this	1
"Apple:Apple's iPhone Gained Significant Share In The US, Japan, Germany And ...http://t.co/xY7bTzgSvy"	0
I just got my powerbeats2 back from repair. Shoutout to Apple x @Beatsbydre	1
@sashametro @mayhembcn Apple happy to help..if u use kind words :). Using apple process is free and fast. http://t.co/qQGQokjaxE. DM with ?	1
"Why Apple Failed to Make Sapphire iPhones $AAPL Apple
http://t.co/lVWKvsxOGu"	0
"Note to Apple, Mail STILL has trouble sending.  The last update didn't fix it.  Mail that doesn't send?  Not so useful."	1
@jakeflem Apple good we got a new shiny macs too so we will keep this handy!	1
"Fucking goddamn stupid Apple @iTunes , ur too fucked up! JustSayin iTunes"	1
RT @evilhag_: why isn't there a dreidel emoji Apple	0
my phone dropped and this happened?? Apple you wanna help me out http://t.co/O76sbWX03n	1
@CHAYILTrading ChartOfTheDay Apple Apple http://t.co/QRVLWmGw1Z	0
Apple:Google the premier technology company?...//feeds.foxbusiness.com/~r/foxbusiness/video/~3/RiiHW-vgfLA/	0
"Dear @Amazon, if Apple could do it, you can too! http://t.co/l9vbG8JXcL"	0
"Apple's iPhone Gained Significant Share In The US, Japan, Germany And Great Britain $AAPL Apple
http://t.co/KOUGLOzPZ8"	1
RT @ColtonObrian: My phone died on 23% Apple what the fuck is this	1
Activation of AirDrop on iOS 8.1.1 kills WiFi !! What have you done Apple ???	1
@GregBurke85 Apple I can't wait for your technology analysis firm to go public with the stock symbol $RONG	0
Jimmy Iovine to Apple: 'You Have a Hole in Music Right Now; Let Me Plug It' http://t.co/RwolD40zwI Apple	0
How To Use iOS8 Continuity | Know Your Mobile http://t.co/Bf2smNeBEe Apple	0
Apple  ios8 iphone6 issues device with voicemail. 4 the phone being a phone it seems under developed. Ie:listen message and take a note!	1
"Apple's iPhone 6 Plus Amazingly Captures 41% of the Phablet Market Right out of the Gate $AAPL Apple
http://t.co/hv7jiOO6S0"	1
BloombergTV:  iPod Trial: Consumers Had Other MP3 Options: Gauna http://t.co/yNfVXKsnda via @BloombergTV Apple	0
Check out your local Apple store &amp; pick up our Smart Thermometer this flu season  http://t.co/ZDX6u4fodx Apple http://t.co/giFpyQcUWW	0
"The iPhone 6 Plus Will Be Huge In China This Spring $AAPL Apple
http://t.co/9n6hBzsuVJ"	1
"RT @JPDesloges: The iPhone 6 Plus Will Be Huge In China This Spring $AAPL Apple
http://t.co/9n6hBzsuVJ"	0
"APPLE - Fibonacci Technicals Levels - LAST  Intraday  Update - $AAPL Apple 
http://t.co/Eyv06mibko"	0
"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - LAST  Intraday  Update - $AAPL Apple 
http://t.co/Eyv06mibko"	0
Srsly - get it RT @kinsa Check out your local Apple store &amp; pick up our Smart Thermometer this flu season  http://t.co/e8PZ58JyeO  Apple	0
@AppStore Apple When is the release for the new infiniteflight update in the appstore? @flyingdevstudio says the Update is in your hands	0
@googlenexus Support said can't test NFC so can't assume my phone is not working. Keep saying can't DOES HELP. I'll go back to Apple.	1
.@tim_cook That rage when dealing Apple Geniuses when they maintain 'it's not a known issue' when a simple google search shows it's a big 1	1
CNBC TV:  Day 2: Apple antitrust trial http://t.co/FjfBE4VQqI Apple	0
"Barclays Raises AAPL Price Target by 17% to $140 $AAPL Apple
http://t.co/DGru02BTk4"	1
Apple help! My Mac memory has been cleared and now it's asking for a password? It's not the old one and I can't get on it!	1
"Steve Jobs: 'I don't know what the claims in the case are' $AAPL Apple
http://t.co/5Ufd8p9qxs"	0
Apple happy new month	1
@RedXPower @ChristmasCount yeah and don't make them into tablets Apple	0
@RedXPower @ChristmasCount Apple apples are meant to be healthy	1
@RedXPower @ChristmasCount Apple but these phones make people fat lol	1
BLOCK TRADE detected in Apple	0
"Apple:Dec 3 Trading Daily Profit $1.85/sh, Weekly Profits of $15.22/sh  Apple Stockaction trading Stocks MKt  
http://t.co/az3SvKM4Id"	0
RT @thehill: Justice Department cites 18th century federal law to get Apple to unlock iPhones: http://t.co/Eth0QpAIom	0
Siri never understands me. She just said she was 'new 2 my language' and didn't get me. I speak English without major accent. Apple Apple	1
BLOCK TRADE detected in Apple	1
RT @HamzeiAnalytics: BLOCK TRADE detected in Apple	0
