text	sentiment
What's at the core of Apple's new iOS7? Excellent updates for your phone's mobilesecurity. McAfee - http://t.co/pVo68ZVdq4	1
Thanks Apple for 'Keep Newer' when transferring files from a local hard drive to a server.	1
Does Apple store in Georgetown sell refurb'd iPads? Or just new? Are refurbs only available online?	0
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL Apple 
http://t.co/KfNPj9P8HI"	0
Apple Flash Crash: What You Need to Know Apple http://t.co/2PBThSFeEE	0
Why Estimates Of A 1 Trillion Market Cap For Apple Are Still Far-Fetched: Fundamental And Algorithmic Analysis Apple http://t.co/TTydGD71Wc	0
"@capitolization Apple I believe they are only online, but you may be able to 'ship to store'."	0
Did you notice that Apple apps now say 'Get' instead of 'Free'? This change was due to alleged misleading labeling. http://t.co/In8SIkR1Qp	1
"APPLE Intraday Comments - Updated RANGE - PREMIUM USERS  Apple Stockaction trading Stocks MKt
http://t.co/G0TeDLCB9z"	0
"Apple Market Cap Passes $700 Billion, Tablet Sales Slump and More  http://t.co/gWDMiYag9o"	0
@drewbsaunders Thanks. Also interestingly Apple isn't Apple.	0
@shortyawards Apple it is very confusing u wonder if it means u are going to get a bill later for Ur download please use free if it's free	1
Elgato Launches Thunderbolt 2 Dock with 4K Resolution Support [Mac Blog] http://t.co/Sofxp2HvlB Apple	0
"The @Sony e-paper FES watch is the coolest piece of wearable tech yet, sorry Apple http://t.co/542RSJsmkf by @luchanglu via @bustle"	0
Finally gave up on return of Apple 17' MacBook Pro model. My 15' Retina is 'out for delivery'. They'll probably announce one next month ;-)	0
"APPLE Intraday Comments - Updated NEW RANGE  - PREMIUM USERS  Apple Stockaction trading Stocks MKt
http://t.co/G0TeDLCB9z"	0
"Apple  Loses Ground to Google  In Education Tablet Sales $AAPL Apple
http://t.co/Ap0c3ehZLe"	1
Apple Computer Inc (AAPL) rated Buy with price target $135 by Canaccord Genuity http://t.co/sMH4vteeHP Apple	0
Apple What do I need to do if my mac has been really slow lately ?	1
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL Apple 
http://t.co/72PLry6Yds"	0
RT @tra_hall: Enjoying the introductions at the Apple connected launch event.  Some amazing edtech leaders in the room.  txed	1
$AAPL Apple green right now. Hope it stays.	0
RT @GregSherry Customer Service Successes &amp; Fails Apple &amp; @SouthwestAir   examples http://t.co/jG7jp6L7zD @dkusnetzky custserv cx cem	0
Sprint Offering to Halve Wireless Bills for Customers Switching From AT&amp;T or Verizon [iOS Blog] http://t.co/Chvmx9EHiy Apple	0
"Affluent Apple Users Out-Spend Android Users But What Do The Numbers Really Mean? $AAPL Apple
http://t.co/O0lUu7TmEY"	0
"New meaning to Soviet jokes 'whatever we produce, it turns out as tank': Russia seeks Kalashnikov to rival Apple http://t.co/bD0C0WGD5y"	0
Your stupid as shit upgrade has ruined the god damned IDE Apple	1
"You pieces of shit Apple! 
God damnit man!"	1
"Hey Apple, how come I can't make Genius Bar appointments online anymore?"	1
Have Apple's iPad Sales Peaked? Apple http://t.co/zDUTviV8ys	0
"What happened? RT @Khaleel You pieces of shit Apple! 
God damnit man!"	1
"Apple Gets Price Target Boost on Back of Strong iPhone Demand $AAPL Apple
http://t.co/ciGlB3SYfl"	0
Apple:6 Reasons Apple Could Have Fallen 6% Yesterday...http://t.co/rVJREH9IjF	0
Apple Pay = Compuserve | BTC = the internet	0
"Apple lower following cautious Pac Crest, Deutsche notes Apple CRUS http://t.co/QeSxIwzUIK"	0
Awesome! Apple invented peanut-butter-sandwich technology for phones. http://t.co/DPZpoqZTHX	1
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL Apple 
http://t.co/EyE2GtZ2g5"	0
Lol fuck you. I'm still not buying a new one. Apple http://t.co/XHqOVbNfZK	1
"AAPL 'buy' reiterated,  target raised to $135 by Canaccord Genuity $AAPL Brief explanation here:  https://t.co/qS1o6LkvgN Apple"	0
Apple:Canaccord ups Apple price target to $135 a share...http://t.co/5C0Ea1oLSZ	0
"Economic temperature spiking, or terrorist attack?  Either way, how you're not all in... via @zerohedge Apple http://t.co/AFxp5Z0mbb"	0
Apple has caused me so much pain today	1
"As Apple [Apple] still struggles to meet iPhone6 demand, Canaccord raises price .... (Tuesday, 2 December) http://t.co/orhJ2UnkM4"	1
Not cool Apple ... not cool. You just bait-and-switched me into paying for an upgrade to server after a 'free' upgd. to 10.10.1?	1
Steve Wozniak to Star in an Upcoming Reality TV Show Focusing on Futuristic Tech [Mac Blog] http://t.co/88VJAjePI4 Apple	0
iPhone Shortages Not Helping RadioShack as Consumer Sales Plummet http://t.co/UVre2GM1oh Apple	1
SteveJobs will be a crucial witness against Apple in an iPod antitrust suit via @BGR Apple  http://t.co/BBH9g0TUyM	0
"TheStreet:  Android Phones to Dominate Through 2018, While iOS Phone Revenue Will Dazzle goog Apple  http://t.co/bsqSkPFF8O"	1
TheStreet:  Apple Gets Price Target Boost on Back of Strong iPhone Demand Apple  http://t.co/f2qTGIBDDq	0
RT @jopocop: TheStreet:  Apple Gets Price Target Boost on Back of Strong iPhone Demand Apple  http://t.co/f2qTGIBDDq	0
Apple Should Fight New Court Case Over SteveJobs' DRM Decision - Forbes Apple http://t.co/hmht2MBHIo	0
"All computers are susceptible to Adware, and don't believe that Apple computers are immune! See this post from Apple
http://t.co/ADWlfrzsm0"	0
6 Reasons Apple Could Have Fallen 6% Yesterday - Forbes Apple  http://t.co/8v2qhZG65Z	0
Apple CAN YALL PLEASE SEND ME MY FUCKIN PHONE	1
Anyone know how to fix this? xcode Apple no simulators... tried complete reinstall ios http://t.co/Nu9YyqioHU	1
"Apple Bears Get Paid as Put Contracts Double Amid Drop $AAPL Apple
http://t.co/xDr3Sve7gm"	0
http://t.co/7iyWkaiMss Apple Early Adoption Issues?? for ApplePay blackfriday Tokenization http://t.co/vHYcIVSIxw	0
CNBCTV:  Apple fighting monopoly allegations Apple http://t.co/mPsHU4yKTB	1
CNBCTV:  iPhone growth peaked? Apple  http://t.co/iTlGPv7oaR	0
CNBCTV:  Analyst worries about iPhone growth Apple http://t.co/2cA2SfAShg	0
CNBCTV:  Cramer: AppleWatch a dazzler Apple  http://t.co/NN0MSAa9s4	1
CNBCTV:  Cramer: Trading Apple suckers game Apple http://t.co/cPmnQXDwit	1
CNBCTV: Apple heads to trial Apple http://t.co/d0AFg0lQIY	0
"RT @JPDesloges: Apple Bears Get Paid as Put Contracts Double Amid Drop $AAPL Apple
http://t.co/xDr3Sve7gm"	0
"@Archimage Apple seen a bunch of people tweeting about. Search Twitter, then dev forums. I don't remember solution."	0
".Apple's iAd programmatic advertising is a sign of the times, but it doesn't match the company's innovative rep: http://t.co/L19oQPW8uZ"	0
This is huge! My ISP @WintekNOC is peering directly with Apple @Netflix @google &amp; others. Getting 6ms ping response! http://t.co/tIgLoVQoQs	1
Apple make SD cards so we can add memory to our iPhone because we all know you won't allow SD cards until you profit from it	1
"WOAH! 7% Cashback from Apple store for CyberMonday deals at http://t.co/fNROGTo4qO. Ipads, Iphones, Mac and MORE."	1
"All computers are susceptible to Adware, and don't believe that Apple computers are immune! See this post from... http://t.co/tM2wLSlZgR"	0
"APPLE Intraday Comments - NEW RANGE - PREMIUM USERS  Apple Stockaction trading Stocks MKt
http://t.co/G0TeDLCB9z"	0
"6 Reasons Apple Could Have Fallen 6% Yesterday $AAPL Apple
http://t.co/BhJftcy3fN"	0
"Apple [Apple] Patents An iPhone Drop Protection Mechanism That Changes Device .... (Tuesday, 2 December) http://t.co/WpnlcmBcSB"	0
Google Chromecast Leapfrogs Apple TV as the Aging Media Player Loses Ground to Rivals http://t.co/14UHvYCP6B Apple	1
"Apple MacBook (å£949.86)
http://t.co/f5IHhOnzHM
@office_nerd Apple
tech http://t.co/dWX2Q7sS6F"	0
my phone keeps fucking freezing Apple	1
"RT @ace_kit_uk: Apple MacBook (å£949.86)
http://t.co/f5IHhOnzHM
@office_nerd Apple
tech http://t.co/dWX2Q7sS6F"	0
"RT @ace_kit_uk: Apple MacBook (å£949.86)
http://t.co/f5IHhOnzHM
@office_nerd Apple
tech http://t.co/dWX2Q7sS6F"	0
gorgeous lighting Apple GrandCentralStation http://t.co/iegTpffKhX	0
When you can't hear people through your headphones thank you Apple for the headphones and @god	1
Apple new patent has its iPhone's doing mid air tricks to avoid breaking http://t.co/VWzWp2rY4e Technology Apple patent Tech	0
I've been considering suing Apple for putting that shitty U2 album on my phone	1
. Apple patents drop-proof mechanism. Breaks laws of physics with anti-gravity. http://t.co/hRgrwfQFRD via @tomshardware getagoodcase	0
@MacRumors @kellyhodgkins I believe it I bought an @amazon Fire TV for $69 Apple You've lost another customer	1
"Apple goes to trial over $1 billion digital music lawsuit in California $AAPL Apple
http://t.co/jAxLSipoQF"	1
RT @unstanningzarry: my phone keeps fucking freezing Apple	1
Worth reading: design comparison of @Google and Apple's map apps: http://t.co/7vGUivRy0C UX	0
@ohiloveariana damn I wish I could get u an iPhone so we could imessage but I don't have enough money dAMN DAMM DAMN Apple	0
"Morgan Stanley Sells Apple Inc., but AAPL Stock Still a Buy http://t.co/9tZVa6tPsV Apple"	0
Late Apple Inc. Co-Founder Steve Jobs 'Testifies' In iTunes Case http://t.co/UmRfdsVfZO Apple	0
"@SparkingAri Apple ikr! but u dont need to,bc i'll hopefully buy one on christmas if my grades are 17/20"	1
RT @SparkingAri: @ohiloveariana damn I wish I could get u an iPhone so we could imessage but I don't have enough money dAMN DAMM DAMN Apple	1
"Apple:Android Phones to Dominate Through 2018, While iOS Phone Revenue Will ...http://t.co/b9VdeyRXTc"	1
Holiday weekend Apple v android who came out on top? http://t.co/WEpQ4CunCr http://t.co/pNX4QKuymh	0
Apple need to sort this b*llshit out with safari in Yosemite! 'Safari can not find server' Apple macbook YosemiteProblems Yosemite	1
"Apple: Canaccord, Merrill Up Targets on iPhone Cycle; Mostly Priced into the Stock, Says Pac Crest $AAPL Apple
http://t.co/aCM2UjwbFc"	0
"Which are the most popular stocks in each state -- besides Apple, that is? Find out: http://t.co/h958iiGDZb http://t.co/2ERPELhroC"	0
.Apple faces $1B lawsuit over iPod allegations: http://t.co/UAVE47ez8w legal tech lawsuit	1
Apple:Here's Why Apple Won't Be A Trillion Dollar Company According To Billi...http://t.co/k2qlUBT8Bz	0
Apple gets patent to prevent cracked screens by rotating iPhones as they fall: http://t.co/u23MhIOGjj http://t.co/0KR2KnuNQT Apple	0
@tim_cook Not happy with Apple @AppStore Backwards compatibility should be a given.  It is for my other apps why not Aperture?? Money Grab?	1
"RT @ace_kit_uk: Apple MacBook (å£949.86)
http://t.co/f5IHhOnzHM
@office_nerd Apple
tech http://t.co/dWX2Q7sS6F"	0
Why isn't Apple on Twitter? http://t.co/J37ja6MrpE	0
@ggwpapple higher ups can link that link back to your Apple.com email address	0
Hey Apple: Love ya but AppleCare low-fi hold music is awful. Would prefer to hear tips on using apple gear.  Better use of my hold time.	1
MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube Apple macbook macbookpro startup hipster	0
MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube Apple macbook macbookpro startup hipster unboxing	0
iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube Apple ipadmini ipad macbook macbookpro startup hipster unboxing	0
iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube Apple ipadmini ipad macbook macbookpro startup hipster unbox	0
"Apple's iPhone 6 may face patent dispute from Chinese vendor with look-alike device $AAPL Apple
http://t.co/djF7KJjtPG"	1
Eddy Cue Speaks About iBooks Price-Fixing Case: 'We Feel We Have to Fight for the Truth' http://t.co/EQ7bKRe8K4 Apple	0
Russia Could Ban Apple Inc. iPhone For Lawmakers [REPORT] http://t.co/AVW6r4P2C8 Apple	0
"As a die hard Apple customer, I must say I am truly displeased with the customer service I was given yesterday. badservice Apple"	1
I would like an Apple rep to reach out to me and resolve the issue @tim_cook	0
$AAPL has 4 analyst ratings in the last 7 days and 100% are positive. Median target: $137.5 (19% upside). https://t.co/ogs2AlQqHu Apple	0
"RT @ace_kit_uk: Apple MacBook (å£949.86)
http://t.co/f5IHhOnzHM
@office_nerd Apple
tech http://t.co/dWX2Q7sS6F"	0
@ace_kit_uk @office_nerd Apple Is this deal still available?	0
CNBCTV:  Apple arguably most innovative company in world: Pro Apple http://t.co/xWVD3zCkHu	1
"@TheMancBear @ace_kit_uk Apple Hi Craig!  Yes, this offer is still available. Please visit us online http://t.co/Sx9TwALiru to purchase."	0
CNBCTV:  Day 1: Apple's antitrust trial Apple http://t.co/FQRoudZyOw	0
Apple I think it will be valued at 140-145s at next year.Death of Steve Jobs damaged Samsung more than Apple +	0
"EU: Nice iPhone ya got there. Pity if something were to happen to it.
http://t.co/vpn1gWZi2r Apple Applenws @iPhone_News"	0
Apple:Apple heads to trial with Steve Jobs as a witness...http://t.co/qq3XcPJPTk	0
BloombergTV:  SteveJobs Testimony to Play Key Role in iPod Trial http://t.co/vVRrZZMUdL Apple	0
RT @jopocop: BloombergTV:  SteveJobs Testimony to Play Key Role in iPod Trial http://t.co/vVRrZZMUdL Apple	0
"Deutsche Bank Sees Risk Of Apple iPhone's 'Sharp Production Cuts' $AAPL Apple
http://t.co/QHLVaGZjkU"	0
"VerrÌ_cktes GerÌ_cht: iPhone6s zum Apple [Apple] Watch. (Tuesday, 2 December) http://t.co/bCjwU8zA0R"	0
@Google Chromecast Leapfrogs Apple TV as the Aging Media Player Loses Ground to Rivals http://t.co/ukS4uyDEki	0
Apple gets patent to prevent cracked screens by rotating iPhones as they fall http://t.co/TmvY6OmQVN @tim_maliyil http://t.co/bQuuvuPfeR	0
Apple plz kill Verizon soooo I don't have weird apps and passcodes and synchronized locations on everything	1
RT @Elmetifi: Apple I think it will be valued at 140-145s at next year.Death of Steve Jobs damaged Samsung more than Apple +	1
Strikes me as somewhat stupid that Apple have sent me a brand new iPhone without the latest software on. So I can't restore my old stuff.	1
Apple really needs to do something about these bullshit cords	1
Back from the Dead: Old iPods Drag Apple to Court http://t.co/8CqmzYqeGT Apple SteveJobs	0
"Up 169%, Is Apple Supplier Skyworks Still A Buy? SWKS  Apple BRCM MU QCOM VTI http://t.co/YcxoMNmHqo"	0
5 gorgeous iPhone apps with surprising designs and amazing visuals | BGR Apple http://t.co/6UkoSYokMn	1
Apple:Stripe banks $70m in fundraising round...http://t.co/qjMIbqgCak	0
RT @IDSA: Legendary Apple designer @SusanKare gives young designers 2 simple rules to follow. http://t.co/m5zs57VXdL via @FastCoDesign	0
Apple ??? My iPhone 3 which has been sitting quietly for a year in a protective case just split open at the back http://t.co/PyoHjiuG03	1
"@NCRcorporation Silver Merchants Prefer Bitcoin to Apple ApplePay http://t.co/fHQcL7Tz1K 
Payments
Retail
Banking"	0
"Yes Apple, now is a perfect time to lock my screen and install a software update without asking. not"	1
"Me too. MT @MsNarcissistic As a die hard Apple customer, I am truly displeased with the customer service I was given yesterday. badservice"	1
"Chinese phone vendor claims Apple's iPhone 6 looks too similar $AAPL Apple
http://t.co/tcrnEA6YjX"	0
@SamJam Agreed--have to give props to Apple for battery life on new iPhones. It's SO good. TL_Chat	1
Winter can be scary but you can stay safe Winnipeg with our free Apple app http://t.co/wYJVGqW6qT	0
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL Apple 
http://t.co/0RzUiWcD9n"	0
"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL Apple 
http://t.co/0RzUiWcD9n"	0
Apple I hate the microphone shit on the imessage please take it the fuck off	1
A4: Sounds like I need to upgrade to the Apple iPhone 6+. Although my spacious purse holds many items! @TommyHilfiger @StoreysTL TL_Chat	0
Apple Patents Method to Make iPhones Fall Like a Cat Apple http://t.co/ZrkJVUqK2E	0
Apple:Apple Should Fight The New Court Case Over Steve Jobs' DRM Decision...http://t.co/Se3yRHrAv1	0
Apple in the Dock: $1 Billion Antitrust Claim Casts SteveJobs as Conspirator Apple http://t.co/qZaTiTlR26	1
Apple Bears Get Paid as Put Contracts Double Amid Drop Apple http://t.co/rMBM5mg5EJ	0
"@SJSpencee Apple Hell yeah Steve, stick it to the man!"	1
"Dear Apple, I've been an Apple user for over 20 years and can't remember a bug like this current Safari on. fixit! http://t.co/6AlSsd6igw"	1
"Dear Apple.
Kindly fuck off with your .m4a format.
Regards,
Music Listeners Everywhere."	1
"If @BlackBerry were like Apple, 10.3.1 would have been released already. BB is not playing catch up, they have time to assure it's perfect."	0
A6: Speaking of wearables! The new @Fitbit ChargeHR &amp; an Apple iPhone 6. I want to eat latkes and run in place. TL_Chat @TravlandLeisure	0
@LittleWordBites Apple @TommyHilfiger Sounds like we'd travel well together then! TL_Chat	0
@LittleWordBites @TravlandLeisure Apple  &gt; A5: chipping in here- I am inspired by the iPhone 6+~ takes incredible photos! Pin sharp!	1
Was pleased to meet a fellow tweep at Apple connectED event!  A fellow tbcoach practitioner @wyokari it was great to meet IRL txed	1
Our buddies @ArccosGolf are at eye level in the Apple store startups @ctnext @StamfordiCenter nice http://t.co/r3j9yZ5G8u	0
"Apple Watch on Track for February 2015 Release, Testing Underway [Rumour]  $AAPL Apple
http://t.co/vjOWVvDFx5"	0
@UberFacts i can think of 100 reasons not to if your on a 4s. Fuck Apple	1
"RT @JPDesloges: Apple Watch on Track for February 2015 Release, Testing Underway [Rumour]  $AAPL Apple
http://t.co/vjOWVvDFx5"	0
RT @ppropp: Our buddies @ArccosGolf are at eye level in the Apple store startups @ctnext @StamfordiCenter nice http://t.co/r3j9yZ5G8u	0
"@midnight Its unfollow unlike Tuesday? How many can you unlike unfollow? SocialCleanUpTuesday
Maybe @Charter or Apple AntiDrama @FoxNews"	0
@TomAdler @shortyawards Apple I agree.  'Get' does not explicitly imply free.	0
@sometimesboring also wtf Apple i dont even live in kirkby	1
"The innovation sector has the largest multiplier effect when it comes to jobs! Apple employs 13,000, while creating 70,000 indirect jobs!"	1
"Morgan Stanley Sells Apple Inc., but AAPL Stock Still a Buy $AAPL Apple
http://t.co/w6zGbxeEs0"	0
There's a movie in my iTunes Match / iCloud that I can't remove. Actually it's a trailer. Very annoying Apple.	1
Silver finish: The AppleWatch places second before it's even out http://t.co/lAEe2Uy4QD via @macworld Apple	1
Siri be on that bull shit telling me it's not gonna rain and shit da fuck I pay for her for Apple	1
Apple Give me a job so I never have to suffer through Windows OS for personal nor work use	1
Nasdaq100 recent market exit 4: Sold $AAPL long for a 10.49% gain in 20 days. Apple forex trading stocks	0
.@Google Unseats Apple In U.S. Classrooms As Chromebooks Beat iPads	1
"@macmall is the @united of shopping. you have paid, but you may or not receive your goods (or flight). Apple far better at custserv"	1
waiting on my iPod - Bubblews http://t.co/un1LzQKrL0 via Apple Apple	0
Changing words that aren't even misspelled like where do they REALLY do that at???? I would really like to know. Apple	1
Russia Could Ban Apple Inc. iPhone For Lawmakers [REPORT] http://t.co/WrAI7vkuz2 Apple	1
There is a lot more that goes into building a brand.  You don't becom Apple just by picking a good name. @itsAventum_ @TheAphotic	0
Apple Inc. Short Interest Down Significantly In November http://t.co/6ReutKybS2 Apple	0
Don't worry @bentkraus. you can crash anything. Not even Apple can stop you	0
.Apple MacMail on OS X Yosemite is really giving me a hard time. Is there an alternative email program out there? YosemiteProblems	1
"Russian lawmaker thinks the iPhone is stealing state secrets $AAPL Apple
http://t.co/ixxTdEtliT"	1
"APPLE - Fibonacci Technicals Levels - LAST Intraday  Update - $AAPL Apple 
http://t.co/9tLzXOlfzG"	0
"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - LAST Intraday  Update - $AAPL Apple 
http://t.co/9tLzXOlfzG"	0
Autocorrect changes actual words to other words but when I spell an actual word wrong it doesn't correct it? Fuck yall niggas Apple	1
macbook love today Apple	1
@Jon_Favreau movie 'chef' so original &amp; well executed. Reminded me of the days Steve Jobs dreaming up Apple and then created the iPhone	1
"Apple [Apple] Patents An iPhone Drop Protection Mechanism That Changes Device .... (Tuesday, 2 December) http://t.co/W5X6P2CgAw"	0
"APPLE Intraday Comments - LAST Update - PREMIUM USERS  Apple Stockaction trading Stocks MKt
http://t.co/G0TeDLCB9z"	0
What Happened To Apple Inc?   http://t.co/FJEXI3oP0U  Apple Apple @MoneyPress http://t.co/wXKmmTMArW	0
what the hell is this 5gbs of 'other' data on my phone Apple?????????	1
"if I tweet about NANDOS my phone puts it in caps, I like the iPhone six, it knows my favourite restaurant. good phone GG Apple"	1
"Apple:Dec 2 Trading Daily Profit $3.34/sh, Weekly Profits of $13.37/sh  Apple Stockaction trading Stocks MKt  
http://t.co/ISJv7tZk0l"	0
"Technology Sector Update for 12/02/2014: NTLS, Apple, TMUS, S: Nasdaq: is set to go to trial Tuesday regardin... http://t.co/yurC0DokBu"	0
Wells Fargo Continues Promoting Apple Pay With New Advertisement http://t.co/5XarM27WRi Apple	0
Let's not forget that press effects stock Apple to Defend Against iPod Antitrust Suit http://t.co/pqJ0bKIMb8	0
FoxBusTV:  Is it time to start buying Apple? | http://t.co/RmhvTdnPaY Apple	0
How in the heck isn't there a taco emoji? Apple	0
Apple:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...http://t.co/KUKwAblVTp	1
"Trade $AAPL FREE Nightly Updates are posted here on Twitter, or you can visit the Trade Apple FREE website here http://t.co/U4TKeApbxF"	0
".@Sony named 'most-desired brand' during BlackFriday &amp; CyberMonday, beating tech rival Apple: http://t.co/4YN6pUtLKK via @TheDrum"	1
Strategic steps towards Full-Time Trading http://t.co/JH7BMS1Kgb  stocks futures forex trader es  baba Apple gpro fb eem eSignal	0
Results of our' Mobility PilotHouse program. @ATT  @Cisco Apple see which had the most loyal customers. http://t.co/FAyv72N0xt	0
"@optionmonster IMHO, oil is going lower, no reason not to, no bottom here. Also, BTW Apple is going $200. @CNBCClosingBell boldstatement"	0
RT @NewsMintApp: Apple:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...http://t.co/KUKwAblVTp	0
@Google Beating Apple in U.S. Education Market Amid iPad Slowdown http://t.co/KTsLbYeNTa neo	1
@SonyUK see not even have the courtesy to reply as I said should have stayed with Apple much better customer service from them	1
@TIME: Steve Jobs to testify in Apple trial from beyond the grave http://t.co/pPab0v8hUn	1
2 simple rules for young designers from legendary Apple designer Susan Kare via @FastCoDesign http://t.co/NLzn2m5FjG	0
"sold to you on both counts RT @ualdrivr: @optionmonster IMHO, oil is going lower,  no bottom here. Also, BTW Apple is going $200"	0
5 Companies Growing Faster Than Apple Inc. http://t.co/QsoC8dir60 Apple	0
Apple:Apple co-founder The Woz going into reality TV...http://t.co/N4TcQdV5MV	0
"Apple Inc. price at close, December 02, 2014, is 114.63. Apple Apple"	0
2/ At its announcement @samsung supporters criticized Apple for 'following' Samsung into the large screen game.	1
We're out here taking Bluetooth calling to a whole new level where you at @Microsoft Apple @BillGates http://t.co/YWVxCWwnww	0
"3/ Looking at it now, especially with @samsung's declining sales, it looks more like Apple just decided it wanted Samsung's piece of the pie"	0
Thank you Apple for fixing the Swift sourcekit crashes in XCode :). Life is better now! http://t.co/NbRWTTcZ35	1
Where da fuck is this middle finger emoji Apple so I can ignore my Niggaz shit talk wit a single sign	1
So cool! Apple Patents iPhone Drop Protection Mechanism That Changes Device Angle In Freefall Apple AppleWatch http://t.co/Yck87DOCeQ	1
Sign of utterly broken wifi driver: my Apple Air sitting on my lap I'm desperate enough to read my email on my Android phone	1
Apple @ibmbizanalytics MobileFirst enterprise collaboration online. Game changer? doclens http://t.co/FsOvxCiit5 http://t.co/qwCUhsq57u	0
Hands-On With Elgato Smart Power and Mophie Powerstation Plus External Batteries [iOS Blog] http://t.co/ixtMoOjRpI Apple	0
Apple moving towards the IoT and more connectivity in your everyday life. RT @businessinsider: THE FUTURE OF APPLE http://t.co/ZiKLflrHpm	1
Who knows someone that works or has worked Apple in Cupertino? bayarea techies	0
Apple ipad innovation  let us maintain what we enjoyed when we were young http://t.co/Tpt3k2GBAS via @HuffPostTech http://t.co/Tpt3k2GBAS	1
@renoxalex Apple so sick @tacobell is petitioning for one	0
Apple need to come out with new emojis. Perhaps one that is a @Raptors claw	0
Apple Releases Final Cut Pro 10.1.4 and Xcode 6.1.1 [Mac Blog] http://t.co/LjOSIwSpy7 Apple	0
Apple Inc. iPhone 6 May Infringe On Chinese Company's Patent http://t.co/fcCrpUvyRi Apple	0
Apple Inc heads to trial over digital music claims http://t.co/ojTt06NJ5r Apple	0
Chinese smartphone maker claims Apple copied iPhone 6 design - http://t.co/iUzewX1JuE Apple Android	1
contact Apple RT @mrstiffanyanne anybody that sold an iPhone before? i have questions &amp; can't find them on Google!!!	0
"Apple goes red for aids awareness ProductRED fuckaids 
http://t.co/NVJbsh3duW
for every like i get this month a will donate a quarter"	1
WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. Apple	0
RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. Apple	1
RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. Apple	1
RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. Apple	1
Is Apple the most searched for company and @google the most searched on platform?	0
I love my iphone6 Apple MobilePhone http://t.co/5AJVSQXGDn http://t.co/kLwBBWIp0o	1
I'm learning all about Apple at @Influenster! Apple http://t.co/CKyptDnrtg	0
Apple:Is it time to start buying Apple?...http://t.co/5nulnjlbaG	0
"Apple Continues War on Notification Center Widgets, Asks 'Drafts' to Remove Note Creation Feature http://t.co/QJgIklUDVh Apple"	0
I'm learning all about iPod Touch at @Influenster! Apple http://t.co/TuI7LSgBJw	0
Apple Inc. Apple News Analysis: Did Apple Inc (AAPL) CEO Steve Jobs Consider Himself Above The Law? http://t.co/ZF0v7k2N7H	1
"VerrÌ_cktes GerÌ_cht: iPhone6s zum Apple [Apple] Watch. (Tuesday, 2 December) http://t.co/PGCaSLAnZa"	0
Apple gets patent 2prevent cracked screens by rotating falling iPhones  http://t.co/HncqAOrFKR via @mashable bigdocc	0
RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. Apple	1
@GriffinNW Apple @tacobell I love you @tacobell!	1
"Apple if I dismiss a call when it comes in, I did not 'miss' that call. Can't the notification accurately reflect my action?"	1
@jengolbeck Apple agreed	0
IM SICK OF YOUR FUCKING SHIT Apple	1
"@jengolbeck Apple introducing iGlove, an Apple product allowing one to single-handedly operate an iPhone 6."	0
Apple sets its own timetable (rather than chasing the competition) by focusing on customerexperience  http://t.co/bfU8MSx7On cx cem	0
"Today's Show On Demand features @LawyerPeteSchulte on PoliceBodyCameras; Apple opening in Toledo, &amp; Hot 5 at 5! http://t.co/rKHubWeRjX"	0
Apple:One Thing Everyone Is Getting Wrong When It Comes To The Apple Televis...http://t.co/ELXD0efhIV	0
Apple: Steve Jobs to Be Star Witness in Apple iPod Lawsuit: Steve Jobs e1294712990453 Apple: Steve Jobs to Be... http://t.co/4wdMnluzjK	0
Mozilla Planning to Release Firefox iOS App in the Future http://t.co/HbOYDOwDn8 Apple	0
@renoxalex Apple or hang loose ???	0
@Landonboyd93 @renoxalex Apple wheres the lava lamp emoji?	0
"Ok, Apple, @sprint if you're going to sell each other's stuff, provide each other with visibility into each other's order systems."	0
I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass Apple	1
"New HA Blog Post &gt;&gt;&gt; Final Apple PutCallRatios for Tuesday, December 2, 2014:  http://t.co/1dqxA6K4g8"	0
"mkt Final Apple PutCallRatios for Tuesday, December 2, 2014:  http://t.co/XXKx7FgtOU"	0
"Final Apple PutCallRatios for Tuesday, December 2, 2014 http://t.co/OQfBuhpYMZ via Hamzei  $$"	0
@DelenaNian4eva_ Apple chill?	0
